Ensembl_ID	Gene_ID	Gene_Type	logConc	logFC	pVal.Tgw	adj.pVal.Tgw	Tgw.Disp	UpDown.Tgw	MCF7_R1	MCF7_R2	MCF7_R3	MDA_R1	MDA_R2	MDA_R3	MDA_siNS_R1	MDA_siNS_R2	MDA_siNS_R3	MDA_siRunx1_R1	MDA_siRunx1_R1.1	MDA_siRunx1_R1.2
ENSG00000050426.13	LETMD1	protein_coding	0.070310197	4.806085698	0.592400433	0.826083212	0.008961164	0	581	880	808	257	350	392	344	321	274	253	415	246
ENSG00000168040.4	FADD	protein_coding	0.070723808	6.26659006	0.592758204	0.82615415	0.011513194	0	745	1428	1306	1110	1358	1463	1444	1174	1116	715	1025	625
ENSG00000183578.5	TNFAIP8L3	protein_coding	0.269349617	0.039955442	0.592710234	0.82615415	0.01754354	0	12	22	26	12	14	8	13	9	15	6	14	8
ENSG00000188706.10	ZDHHC9	protein_coding	0.065474448	5.530623691	0.592699766	0.82615415	0.009232366	0	602	953	887	497	811	711	697	562	627	528	761	529
ENSG00000167103.9	PIP5KL1	protein_coding	0.191952448	0.632208244	0.592855506	0.826217391	0.03771794	0	15	28	32	12	22	29	24	26	14	13	30	7
ENSG00000178896.6	EXOSC4	protein_coding	0.115070099	4.787371869	0.593360888	0.826559717	0.028749586	0	401	1071	830	277	341	357	406	290	265	273	398	197
ENSG00000117010.13	ZNF684	protein_coding	0.131344209	2.398065753	0.594405645	0.826639999	0.023789929	0	83	98	95	53	57	92	67	90	41	61	99	73
ENSG00000173409.11	ARV1	protein_coding	0.089066709	4.150071296	0.59384789	0.826639999	0.013826921	0	259	341	334	225	261	267	254	250	220	155	257	283
ENSG00000152127.6	MGAT5	protein_coding	-0.055094098	6.2324239	0.594126706	0.826639999	0.006389147	0	1539	1952	2082	792	1015	1176	945	796	830	671	1092	791
ENSG00000163785.10	RYK	protein_coding	0.053973265	6.377999109	0.593978049	0.826639999	0.006373983	0	1406	1714	1569	937	1228	1382	1239	1078	987	874	1220	1077
ENSG00000185129.5	PURA	protein_coding	-0.086784963	5.532393757	0.593931037	0.826639999	0.017099473	0	743	710	841	586	709	876	626	609	591	411	649	741
ENSG00000027847.11	B4GALT7	protein_coding	0.106807259	4.17612883	0.593774953	0.826639999	0.022531218	0	261	605	561	183	239	247	236	219	193	178	247	130
ENSG00000170775.2	GPR37	protein_coding	0.154284066	1.227603948	0.593497526	0.826639999	0.009722364	0	57	67	82	17	28	26	31	21	19	14	17	20
ENSG00000168283.11	BMI1	protein_coding	-0.068746689	6.553879172	0.59406652	0.826639999	0.011154054	0	1108	1096	1064	1243	1697	1792	1487	1339	1219	1066	1477	1507
ENSG00000148842.15	CNNM2	protein_coding	-0.077193054	3.786075612	0.593852609	0.826639999	0.00818937	0	236	327	343	149	232	222	189	157	165	132	177	129
ENSG00000129028.6	THAP10	protein_coding	-0.107762769	2.744972956	0.593675481	0.826639999	0.019702408	0	149	154	154	82	94	109	106	68	66	41	71	84
ENSG00000064726.7	BTBD1	protein_coding	-0.060196323	7.331681032	0.594224387	0.826639999	0.008599683	0	3091	3504	3369	1750	2304	2636	2108	1855	1779	1668	2288	2341
ENSG00000108947.4	EFNB3	protein_coding	-0.29344524	1.031086353	0.594118318	0.826639999	0.017893795	0	69	102	109	4	12	13	7	4	10	9	13	2
ENSG00000104823.6	ECH1	protein_coding	-0.09178807	4.743402896	0.594385797	0.826639999	0.01784712	0	427	851	704	275	484	398	390	321	263	234	348	196
ENSG00000125827.6	TMX4	protein_coding	0.055802413	6.290147804	0.594333155	0.826639999	0.006740293	0	1317	1618	1729	883	1116	1290	1174	1015	886	738	1159	1013
ENSG00000170369.3	CST2	protein_coding	-0.141381262	1.118112375	0.594358872	0.826639999	0.023134556	0	1	2	1	47	68	41	45	43	40	17	32	15
ENSG00000100290.2	BIK	protein_coding	-0.212392235	2.08071602	0.59369495	0.826639999	0.040155115	0	131	291	213	9	22	29	23	14	9	16	24	6
ENSG00000147202.15	DIAPH2	protein_coding	0.074403903	5.794363218	0.594340764	0.826639999	0.012658721	0	805	912	755	624	862	905	789	701	757	643	898	958
ENSG00000168214.18	RBPJ	protein_coding	-0.060005274	7.765874674	0.594665909	0.826832621	0.008836521	0	1353	1484	1565	3186	4247	5076	4112	3339	3280	2337	3362	3355
ENSG00000149483.9	TMEM138	protein_coding	-0.074658239	4.466328573	0.594700051	0.826832621	0.010380366	0	212	383	329	280	320	382	289	292	257	322	451	313
ENSG00000204052.4	LRRC73	protein_coding	-0.503057918	0.775669549	0.594767353	0.826853941	0.034313409	0	51	123	95	4	1	3	3	1	1	1	7	5
ENSG00000132205.8	EMILIN2	protein_coding	-0.102171766	2.659664109	0.594991803	0.827093707	0.017273741	0	1	1	5	115	131	127	118	121	77	103	153	92
ENSG00000111752.8	PHC1	protein_coding	-0.227171254	0.704843204	0.595156908	0.827178147	0.023719067	0	23	50	48	9	29	16	13	16	12	13	23	17
ENSG00000133424.18	LARGE	protein_coding	-0.416320309	4.098439217	0.595215617	0.827178147	0.011555948	0	935	1395	1191	5	6	7	2	7	3	2	5	3
ENSG00000011523.11	CEP68	protein_coding	-0.089651658	3.800742469	0.595430615	0.827342285	0.011241809	0	481	564	575	98	145	107	112	99	86	90	145	108
ENSG00000101181.15	MTG2	protein_coding	-0.084689766	5.102997113	0.595625203	0.827540395	0.015682212	0	425	830	813	407	519	610	484	408	406	370	579	309
ENSG00000196604.9	POTEF	protein_coding	0.229499942	0.639090986	0.595766732	0.827664758	0.055645825	0	10	21	37	20	16	27	30	12	25	18	25	11
ENSG00000114316.10	USP4	protein_coding	0.061893473	5.271607	0.595976046	0.827757267	0.007777276	0	313	366	436	527	683	712	677	575	554	433	727	584
ENSG00000134575.7	ACP2	protein_coding	-0.079538153	5.220168891	0.59597015	0.827757267	0.013888176	0	529	1012	899	447	536	626	499	466	405	393	581	324
ENSG00000165359.12	DDX26B	protein_coding	-0.125292209	2.941738317	0.595989394	0.827757267	0.009447884	0	264	324	295	35	66	64	50	46	39	61	91	78
ENSG00000131094.3	C1QL1	protein_coding	-0.293659989	0.470218961	0.59610337	0.827771053	0.087431498	0	16	65	33	10	29	17	12	10	18	8	6	2
ENSG00000134245.15	WNT2B	protein_coding	-0.294852089	0.30155763	0.596375106	0.828003867	0.034945744	0	27	45	61	10	6	10	5	4	10	9	8	4
ENSG00000162928.8	PEX13	protein_coding	0.065545232	6.016182005	0.596746993	0.828127204	0.009436981	0	1595	1838	1701	617	819	837	771	675	689	580	811	831
ENSG00000145022.4	TCTA	protein_coding	-0.075759163	4.056074438	0.596776225	0.828127204	0.010223565	0	171	271	267	221	302	331	291	221	216	179	270	160
ENSG00000147601.11	TERF1	protein_coding	-0.104719396	3.601165669	0.596601244	0.828127204	0.020703194	0	292	281	319	134	151	188	137	113	144	82	164	159
ENSG00000011260.11	UTP18	protein_coding	0.057991529	7.262931095	0.59664282	0.828127204	0.008005851	0	3051	3570	3267	1487	1869	2241	1938	1736	1551	1782	2506	2406
ENSG00000132635.14	PCED1A	protein_coding	-0.125342284	3.088335553	0.596773171	0.828127204	0.027850986	0	125	304	281	94	131	118	120	86	79	61	100	45
ENSG00000156875.11	HIAT1	protein_coding	-0.050317625	6.824689687	0.596954734	0.828158233	0.005904524	0	753	952	906	1562	2225	2184	1952	1607	1616	1460	2095	1826
ENSG00000143436.8	MRPL9	protein_coding	0.053889883	6.604393778	0.597014654	0.82816915	0.006122386	0	2224	3046	3127	917	1069	1213	1128	995	878	952	1413	1015
ENSG00000135108.12	FBXO21	protein_coding	-0.048626781	7.020389735	0.597194049	0.828345786	0.005441482	0	2599	3477	3241	1412	1893	1997	1756	1431	1420	1258	1697	1356
ENSG00000114812.10	VIPR1	protein_coding	-0.092662567	3.610130893	0.597395952	0.828492758	0.017060508	0	33	67	94	222	325	317	262	237	226	85	129	71
ENSG00000232040.2	ZBED9	protein_coding	-0.159607616	2.286306231	0.597404149	0.828492758	0.015305638	0	193	198	215	27	40	42	27	27	33	17	33	33
ENSG00000184232.6	OAF	protein_coding	0.116300793	3.743399023	0.597578175	0.828661875	0.029011255	0	18	52	31	233	250	291	284	250	227	174	303	119
ENSG00000279457.1	FO538757.2	protein_coding	-0.268986019	-0.043105131	0.597733874	0.828805549	0.011443835	0	10	22	19	8	16	22	12	10	12	5	8	5
ENSG00000129625.10	REEP5	protein_coding	0.055857012	7.404429376	0.597832078	0.828869483	0.007671673	0	2724	3282	3533	1693	2428	2739	2275	2014	2050	1817	2835	2632
ENSG00000155329.9	ZCCHC10	protein_coding	0.06941565	4.896355047	0.597980982	0.828964818	0.009870743	0	390	455	474	343	482	537	505	400	376	324	432	458
ENSG00000100271.14	TTLL1	protein_coding	0.11215627	2.047353019	0.59800504	0.828964818	0.009820601	0	55	83	72	54	75	63	70	66	51	40	40	38
ENSG00000137203.8	TFAP2A	protein_coding	-0.248650249	1.368260801	0.598139137	0.829078474	0.01432155	0	107	110	120	9	17	18	10	11	12	9	13	16
ENSG00000111711.7	GOLT1B	protein_coding	0.05366872	7.012671048	0.598242444	0.829149436	0.006966235	0	932	1087	1050	1691	2468	2454	2270	2022	1853	1535	2371	2096
ENSG00000075975.13	MKRN2	protein_coding	0.050654577	6.05120894	0.598388977	0.829262425	0.005574628	0	825	1193	1107	734	1034	1149	1032	837	833	794	1153	923
ENSG00000169083.13	AR	protein_coding	-0.055711204	5.882289958	0.598428204	0.829262425	0.006491531	0	1215	1454	1542	615	801	876	752	607	622	582	849	735
ENSG00000152082.11	MZT2B	protein_coding	0.129040914	5.964297347	0.598586527	0.829378181	0.041379802	0	795	2483	1852	624	950	803	898	804	643	575	864	343
ENSG00000184162.12	NR2C2AP	protein_coding	0.082142557	5.056886888	0.598808126	0.829572146	0.014210989	0	564	1096	897	382	459	488	489	438	348	275	414	235
ENSG00000171148.11	TADA3	protein_coding	-0.073290326	6.635378363	0.599076851	0.829872173	0.01323994	0	1124	2221	1915	1321	1785	1792	1567	1389	1235	996	1510	828
ENSG00000118961.12	C2orf43	protein_coding	0.077265371	4.309352733	0.599855719	0.830444996	0.010236783	0	486	527	543	184	256	258	252	220	190	158	283	227
ENSG00000126803.9	HSPA2	protein_coding	0.095729181	2.64142499	0.599816582	0.830444996	0.006939392	0	142	206	202	50	60	79	66	59	56	57	72	66
ENSG00000108395.11	TRIM37	protein_coding	-0.059078399	8.933546144	0.599806755	0.830444996	0.008370409	0	26595	32111	29784	1322	1595	2007	1615	1278	1347	1240	1646	1637
ENSG00000101412.11	E2F1	protein_coding	-0.086871776	6.410060449	0.599612207	0.830444996	0.018920507	0	371	824	639	1273	1591	1894	1623	1262	1154	1171	1764	878
ENSG00000152409.8	JMY	protein_coding	-0.07754312	5.142936561	0.600138212	0.830720761	0.01176369	0	1105	1260	1065	285	460	414	338	316	324	259	425	313
ENSG00000010810.15	FYN	protein_coding	-0.062241817	4.687449799	0.600239603	0.830759596	0.00744505	0	47	57	61	363	453	488	398	391	334	470	664	517
ENSG00000188064.7	WNT7B	protein_coding	0.120624168	2.915472434	0.601141543	0.831646213	0.025040406	0	82	155	164	114	106	125	136	107	100	56	122	52
ENSG00000147606.6	SLC26A7	protein_coding	0.229989003	-0.248490229	0.601514973	0.832012276	0.01328503	0	3	2	2	11	9	18	14	11	15	8	19	12
ENSG00000169857.5	AVEN	protein_coding	0.063373243	4.731033287	0.601563021	0.832012276	0.007102488	0	280	347	367	321	386	440	401	353	325	363	520	458
ENSG00000119048.5	UBE2B	protein_coding	0.079572426	5.386957205	0.601945712	0.832396856	0.015081642	0	517	439	497	485	689	759	640	591	587	510	711	723
ENSG00000132481.4	TRIM47	protein_coding	-0.112075703	4.440755827	0.602177971	0.832573314	0.029862935	0	53	162	138	337	520	492	412	350	353	282	386	185
ENSG00000130733.8	YIPF2	protein_coding	0.092895194	5.529240372	0.602173429	0.832573314	0.020565321	0	707	1554	1292	434	610	656	641	540	448	489	755	364
ENSG00000119636.13	CCDC176	protein_coding	-0.138925465	2.280820885	0.602287221	0.832596325	0.026948862	0	128	121	106	58	55	70	58	56	37	29	73	57
ENSG00000101150.15	TPD52L2	protein_coding	-0.051900433	8.0100313	0.602541903	0.832787024	0.00685287	0	4827	7648	6662	2961	3864	4136	3635	3117	2773	2191	3232	2137
ENSG00000175137.10	SH3BP5L	protein_coding	0.081695364	5.427931186	0.602672643	0.832849869	0.015394621	0	481	938	788	489	667	643	690	523	508	581	833	454
ENSG00000122335.11	SERAC1	protein_coding	0.07652273	3.911379132	0.602692061	0.832849869	0.010758014	0	101	109	104	181	272	314	301	223	200	196	290	254
ENSG00000042493.13	CAPG	protein_coding	0.075298466	7.355409666	0.603006713	0.833018863	0.014727572	0	498	979	866	2726	4002	3735	3652	3397	2851	1453	2192	1155
ENSG00000066654.10	THUMPD1	protein_coding	-0.060506712	6.660995846	0.603016908	0.833018863	0.008735565	0	2205	2473	2365	1027	1363	1508	1235	1055	1058	1001	1464	1450
ENSG00000126860.9	EVI2A	protein_coding	-0.069800885	5.334815101	0.603253995	0.833264547	0.01126317	0	0	0	0	642	836	1061	779	726	651	466	732	739
ENSG00000175215.7	CTDSP2	protein_coding	0.05368996	7.044016105	0.603551805	0.833603539	0.007018505	0	1707	2554	2633	1604	2121	2143	2075	1756	1658	1373	2264	1461
ENSG00000186432.6	KPNA4	protein_coding	0.056690781	7.118094923	0.603786366	0.833842009	0.007983627	0	1893	2193	2289	1516	1896	2361	2038	1713	1629	1704	2532	2427
ENSG00000266173.3	STRADA	protein_coding	0.162404108	1.395880596	0.603840603	0.833842009	0.010954312	0	71	112	91	10	18	29	23	19	15	22	28	19
ENSG00000075336.9	TIMM21	protein_coding	0.087635457	3.760701305	0.603881683	0.833842009	0.013720225	0	246	289	301	115	186	205	185	155	139	153	189	228
ENSG00000132849.16	INADL	protein_coding	-0.077486483	5.557348702	0.604201707	0.833930338	0.009955103	0	2425	2828	2853	172	186	187	162	141	164	127	190	160
ENSG00000115760.11	BIRC6	protein_coding	-0.054609328	8.303974294	0.604091295	0.833930338	0.007656999	0	8117	9684	10112	2867	3625	4218	3605	2781	2884	2762	4024	3897
ENSG00000138375.10	SMARCAL1	protein_coding	0.062477601	4.429108839	0.604122891	0.833930338	0.006597815	0	222	316	288	255	337	370	341	292	269	276	440	314
ENSG00000149573.6	MPZL2	protein_coding	0.303788018	3.923178608	0.604017065	0.833930338	0.01347342	0	874	1125	1041	9	10	6	16	9	3	6	8	1
ENSG00000079462.5	PAFAH1B3	protein_coding	0.102924696	5.584035508	0.604459883	0.834206019	0.026558046	0	497	1268	1054	528	844	784	847	690	545	489	723	359
ENSG00000075785.10	RAB7A	protein_coding	0.058788406	5.766923672	0.60458044	0.834300033	0.007478158	0	934	1037	1163	611	808	817	796	682	621	561	882	727
ENSG00000010165.17	METTL13	protein_coding	-0.054960574	5.670963364	0.604897828	0.834593249	0.006620799	0	676	1004	991	645	762	950	754	672	612	510	816	614
ENSG00000164331.7	ANKRA2	protein_coding	0.086370857	3.571177208	0.605195046	0.834858539	0.013011914	0	181	242	210	108	192	176	185	162	106	137	213	172
ENSG00000136854.15	STXBP1	protein_coding	0.104095051	3.14342668	0.605149048	0.834858539	0.017275129	0	88	120	157	125	126	143	147	123	115	81	185	116
ENSG00000179163.11	FUCA1	protein_coding	0.065585211	5.347161697	0.605248997	0.83486058	0.009751361	0	713	1013	888	430	714	597	580	536	511	391	458	443
ENSG00000153132.10	CLGN	protein_coding	0.077607698	5.326041438	0.605828442	0.835321332	0.014982575	0	21	25	21	670	896	998	827	773	811	359	541	644
ENSG00000132600.14	PRMT7	protein_coding	0.074369574	4.936959377	0.605847637	0.835321332	0.011673532	0	302	531	472	372	448	501	503	381	374	451	604	380
ENSG00000125817.7	CENPB	protein_coding	0.089496706	7.372778549	0.605924097	0.835321332	0.020898393	0	2785	6324	5414	1685	2057	2157	2246	1820	1631	1497	2332	1120
ENSG00000166153.14	DEPDC4	protein_coding	-0.152237547	1.014434661	0.606150582	0.835453188	0.011597391	0	36	47	41	27	24	29	27	21	17	12	29	26
ENSG00000067829.16	IDH3G	protein_coding	-0.079740273	5.501003291	0.606151191	0.835453188	0.015168533	0	775	1472	1388	491	707	670	607	515	468	393	564	302
ENSG00000102967.9	DHODH	protein_coding	-0.099700536	3.488043081	0.606219275	0.835474654	0.012872415	0	223	405	352	90	143	165	106	123	100	98	146	97
ENSG00000121988.15	ZRANB3	protein_coding	0.093993362	3.89332798	0.606345973	0.835576891	0.01311877	0	582	643	559	93	117	136	116	118	97	79	135	115
ENSG00000177951.15	BET1L	protein_coding	-0.10498902	3.96107075	0.60660978	0.835795653	0.023850481	0	109	243	274	183	286	283	239	202	184	215	324	170
ENSG00000136448.9	NMT1	protein_coding	-0.055298446	7.208530506	0.60655748	0.835795653	0.007768985	0	1460	2235	2274	1838	2399	2776	2296	1963	1795	1933	2930	1830
ENSG00000169718.15	DUS1L	protein_coding	-0.085850955	5.699737813	0.606807443	0.835995604	0.017833152	0	1058	2038	1847	462	581	633	550	458	417	535	809	385
ENSG00000088325.13	TPX2	protein_coding	-0.058485364	8.702251014	0.607269882	0.836487844	0.009130194	0	3269	3777	4747	5575	6729	8410	6349	5738	5704	5312	7771	7367
ENSG00000130830.12	MPP1	protein_coding	0.064647595	4.240460286	0.607337508	0.836508578	0.008117179	0	1	0	2	300	368	443	382	336	324	276	391	283
ENSG00000055917.13	PUM2	protein_coding	-0.058336414	6.636445316	0.607813454	0.836946765	0.008411815	0	2258	2464	2794	1085	1361	1480	1263	1055	1075	815	1252	1174
ENSG00000024862.14	CCDC28A	protein_coding	0.083921248	4.018820438	0.608040781	0.837187337	0.014818874	0	169	215	176	168	327	265	268	263	187	200	316	234
ENSG00000117036.9	ETV3	protein_coding	0.065049487	5.173225	0.608180006	0.837211907	0.009251345	0	540	586	711	394	551	592	557	455	430	391	581	540
ENSG00000136933.14	RABEPK	protein_coding	0.077249784	5.064551466	0.608214053	0.837211907	0.013896036	0	332	640	499	405	483	595	468	518	414	422	665	397
ENSG00000160886.11	LY6K	protein_coding	0.11371276	1.882773736	0.608332269	0.837298853	0.014829246	0	0	0	0	50	66	81	83	66	43	66	76	75
ENSG00000221866.7	PLXNA4	protein_coding	0.109171941	2.968043574	0.608442431	0.83737804	0.021317814	0	84	110	184	103	149	133	132	107	133	58	95	71
ENSG00000173272.11	MZT2A	protein_coding	0.125694471	4.786459864	0.608609811	0.837463522	0.038940675	0	359	1179	880	270	389	333	373	322	283	238	357	164
ENSG00000168116.11	KIAA1586	protein_coding	-0.079050698	5.408549895	0.608687684	0.837498248	0.015127692	0	610	626	617	515	620	773	600	557	465	508	664	791
ENSG00000167904.12	TMEM68	protein_coding	0.093632513	4.336932838	0.608822354	0.837611108	0.019192432	0	544	487	531	173	252	286	237	238	200	169	236	276
ENSG00000114331.10	ACAP2	protein_coding	-0.056006028	7.057141296	0.608964355	0.837661611	0.007849964	0	2856	3284	3163	1332	1872	1943	1636	1393	1402	1307	1961	1855
ENSG00000170348.6	TMED10	protein_coding	0.046964524	8.690268499	0.609085837	0.837683875	0.005881764	0	9467	13374	12476	3844	6055	5627	5304	4580	4441	3138	4542	3807
ENSG00000150773.8	PIH1D2	protein_coding	-0.186012042	0.566331341	0.609257453	0.837847479	0.011623528	0	3	4	6	17	36	30	20	21	24	21	33	20
ENSG00000164308.14	ERAP2	protein_coding	0.071144221	3.368865918	0.60980286	0.838452585	0.008816413	0	3	3	4	157	253	259	228	202	196	102	170	138
ENSG00000178607.13	ERN1	protein_coding	0.093815571	4.098968606	0.610242303	0.838911809	0.0187273	0	399	528	566	157	264	186	179	226	174	114	218	124
ENSG00000158552.10	ZFAND2B	protein_coding	-0.09648108	4.289363485	0.610414753	0.839076383	0.021061379	0	245	547	448	221	338	335	315	228	209	198	283	149
ENSG00000115661.11	STK16	protein_coding	0.069148595	5.030017895	0.610519922	0.839148452	0.011076153	0	334	551	455	400	593	620	591	494	431	362	549	315
ENSG00000130720.10	FIBCD1	protein_coding	0.15855835	2.538038525	0.610639424	0.839240208	0.038358238	0	120	311	248	40	60	49	59	45	46	31	49	14
ENSG00000159720.9	ATP6V0D1	protein_coding	0.083558723	6.446014217	0.61099695	0.83965905	0.018226785	0	1215	2667	2433	964	1313	1261	1320	1110	959	835	1226	653
ENSG00000047188.13	YTHDC2	protein_coding	0.072905784	5.786039909	0.611211084	0.839663232	0.013532809	0	724	772	800	607	827	1042	867	718	732	642	828	978
ENSG00000179526.14	SHARPIN	protein_coding	-0.110475352	4.769074089	0.611107626	0.839663232	0.03071125	0	276	677	547	348	536	459	420	347	350	291	429	179
ENSG00000111639.5	MRPL51	protein_coding	0.046330338	7.452285281	0.611193452	0.839663232	0.005473673	0	1949	2890	2613	2384	2909	3140	2956	2539	2370	1841	2622	2233
ENSG00000112081.14	SRSF3	protein_coding	0.046472854	9.045297054	0.611427355	0.839815319	0.005869539	0	6858	8602	8704	6147	8138	9102	8394	6850	6455	6266	8698	7942
ENSG00000112624.10	GLTSCR1L	protein_coding	-0.077452419	3.954413983	0.611421855	0.839815319	0.010811686	0	318	380	455	196	223	221	200	168	181	118	168	153
ENSG00000170871.9	KIAA0232	protein_coding	0.055839192	6.293232705	0.611713792	0.839960857	0.007658959	0	1274	1479	1639	857	1152	1248	1125	919	988	828	1211	1138
ENSG00000112039.3	FANCE	protein_coding	-0.078200071	4.673406435	0.61174448	0.839960857	0.014378472	0	203	358	350	393	425	592	444	391	365	255	416	228
ENSG00000049769.10	PPP1R3F	protein_coding	0.11030234	2.724807567	0.611708383	0.839960857	0.021632939	0	32	81	64	81	135	105	119	92	100	101	137	75
ENSG00000130193.7	THEM6	protein_coding	0.125333546	5.86454613	0.611823248	0.839996522	0.040721743	0	1126	3346	2514	401	497	529	554	439	416	517	793	291
ENSG00000121743.3	GJA3	protein_coding	0.074261393	3.748345344	0.61191719	0.840053012	0.010464405	0	7	3	10	214	275	303	301	218	232	206	242	202
ENSG00000141378.14	PTRH2	protein_coding	-0.067813738	5.449988899	0.612104381	0.840237495	0.010192001	0	889	1112	1118	396	603	709	584	417	450	457	572	588
ENSG00000152454.3	ZNF256	protein_coding	-0.114641546	1.655070028	0.612331393	0.840476604	0.010038092	0	36	31	36	41	59	73	58	43	42	31	39	39
ENSG00000110172.9	CHORDC1	protein_coding	-0.084025688	5.24324765	0.61251738	0.840579123	0.017536712	0	456	437	515	481	499	662	503	444	449	483	726	827
ENSG00000122696.10	SLC25A51	protein_coding	0.059280484	4.621303639	0.612661657	0.840639843	0.006714322	0	299	435	415	311	395	471	424	351	326	243	339	294
ENSG00000176973.7	FAM89B	protein_coding	0.160446182	2.296867551	0.613065057	0.841048294	0.043239675	0	63	180	137	63	64	59	87	51	54	39	51	21
ENSG00000138385.13	SSB	protein_coding	-0.076212792	6.700080228	0.613313701	0.841192263	0.015229806	0	2066	2011	2004	1027	1432	1634	1210	1094	1146	1175	1648	1903
ENSG00000163638.11	ADAMTS9	protein_coding	-0.159234335	0.688150036	0.613858298	0.841192263	0.023457559	0	23	37	31	28	25	17	17	22	18	9	16	19
ENSG00000175040.5	CHST2	protein_coding	0.086238758	3.795091944	0.613796659	0.841192263	0.015769488	0	0	0	1	241	251	327	307	225	254	218	281	176
ENSG00000085382.9	HACE1	protein_coding	-0.066649902	4.746810512	0.613673363	0.841192263	0.009346282	0	316	371	331	338	458	500	392	380	335	314	452	436
ENSG00000106025.6	TSPAN12	protein_coding	-0.092417908	3.160340062	0.613418806	0.841192263	0.015581043	0	71	67	77	103	114	158	131	97	89	174	200	221
ENSG00000241852.7	C8orf58	protein_coding	-0.077914296	2.695283859	0.613731872	0.841192263	0.007614018	0	57	83	76	99	120	123	108	101	83	79	99	75
ENSG00000104419.12	NDRG1	protein_coding	0.096117061	7.113719904	0.613691358	0.841192263	0.025609462	0	271	454	361	2004	4243	2137	2925	2730	2382	1589	2390	1454
ENSG00000174775.14	HRAS	protein_coding	0.071732326	6.00962637	0.61391016	0.841192263	0.013300324	0	308	649	608	841	1123	1224	1193	978	847	911	1422	855
ENSG00000133943.18	C14orf159	protein_coding	0.073543582	4.172937817	0.613847559	0.841192263	0.012372145	0	15	28	32	281	414	443	394	355	320	214	323	179
ENSG00000130881.11	LRP3	protein_coding	0.239130488	3.337562236	0.613570439	0.841192263	0.068903161	0	281	921	694	25	19	16	28	21	17	12	23	2
ENSG00000164818.13	HEATR2	protein_coding	0.064632643	5.596645897	0.614360333	0.841546167	0.009448824	0	714	1227	1194	527	632	678	669	545	524	577	847	551
ENSG00000197448.11	GSTK1	protein_coding	-0.054773721	5.706298568	0.614585764	0.841546167	0.007115471	0	670	944	884	687	1020	967	855	805	650	469	727	507
ENSG00000151062.12	CACNA2D4	protein_coding	-0.291425548	-0.556913835	0.614638273	0.841546167	0.07144667	0	2	1	2	4	12	19	10	8	7	12	17	2
ENSG00000136021.15	SCYL2	protein_coding	0.05610357	7.282052007	0.614405577	0.841546167	0.008420232	0	3078	3329	3406	1562	2304	2371	2146	1855	1790	1519	2285	2146
ENSG00000126603.6	GLIS2	protein_coding	0.166979379	1.285143746	0.614527048	0.841546167	0.031894762	0	36	100	99	15	26	32	28	25	20	11	20	10
ENSG00000118894.12	FAM86A	protein_coding	-0.092756292	3.73549514	0.61464446	0.841546167	0.016803547	0	247	512	438	134	134	175	144	120	112	129	187	113
ENSG00000113194.10	FAF2	protein_coding	0.045677503	7.258331536	0.614811633	0.841702623	0.005418983	0	2870	3812	3917	1638	2265	2423	2169	1834	1841	1288	2007	1656
ENSG00000254093.6	PINX1	protein_coding	-0.085319331	2.871686854	0.614937287	0.841802217	0.00911574	0	100	132	125	92	102	133	99	105	73	82	122	102
ENSG00000157107.11	FCHO2	protein_coding	-0.071482084	5.604080296	0.61514151	0.841984732	0.012966127	0	608	603	625	620	875	914	806	668	586	493	793	803
ENSG00000135318.9	NT5E	protein_coding	-0.046304693	9.733370495	0.615176451	0.841984732	0.006026801	0	485	598	602	12597	17476	18384	14962	13901	13081	12589	17766	16283
ENSG00000163811.9	WDR43	protein_coding	0.052012172	7.478546505	0.615244702	0.842005715	0.007140868	0	3432	4182	4122	1815	2112	2623	2193	2018	1886	2007	2863	2662
ENSG00000066629.14	EML1	protein_coding	-0.197276311	3.772341354	0.615329115	0.842048813	0.011113419	0	645	1003	935	13	21	33	16	19	17	19	32	24
ENSG00000163430.7	FSTL1	protein_coding	-0.047650202	7.655017511	0.615522713	0.842241304	0.006141146	0	17	9	14	3111	4066	4382	3501	3259	3249	3090	4492	3584
ENSG00000130734.7	ATG4D	protein_coding	0.089890497	5.072875403	0.615588982	0.842242927	0.020591169	0	287	648	536	406	589	558	554	462	467	427	636	317
ENSG00000126106.11	TMEM53	protein_coding	0.111472709	2.415503014	0.616539293	0.842900453	0.022382848	0	37	96	91	67	105	102	109	87	70	48	72	36
ENSG00000174705.9	SH3PXD2B	protein_coding	0.084414584	3.85857634	0.616581241	0.842900453	0.01338261	0	264	403	414	138	217	171	178	152	170	160	205	134
ENSG00000005238.17	FAM214B	protein_coding	0.082102928	4.317959163	0.616251307	0.842900453	0.016042093	0	73	133	125	257	419	448	468	324	275	260	369	225
ENSG00000176386.6	CDC26	protein_coding	-0.110958354	1.58629107	0.616584226	0.842900453	0.008656234	0	26	41	29	45	49	62	53	39	38	32	55	34
ENSG00000083812.9	ZNF324	protein_coding	-0.099136708	3.73198705	0.616587164	0.842900453	0.019941128	0	159	343	340	164	211	232	179	173	156	125	193	99
ENSG00000102309.10	PIN4	protein_coding	-0.069516652	4.199138599	0.616420255	0.842900453	0.008921158	0	242	285	254	230	321	325	264	239	244	204	297	273
